code_stock,year,predict_num,min_EPS,avg_EPS,max_EPS,avg_industry_EPS,min_RP,avg_RP,max_RP,avg_industry_RP
002142,2022,18,3.65,3.86,4.10,1.97,212.03,230.43,246.37,843.95
002146,2020,19,2.32,2.53,2.73,2.28,100.99,109.78,118.66,134.53
002146,2021,19,2.63,3.02,3.38,2.73,114.51,131.18,146.80,157.75
002146,2022,16,2.80,3.52,4.14,3.30,121.96,153.15,179.91,189.18
002153,2020,15,0.13,0.39,0.63,0.94,1.44,4.14,6.78,6.48
002153,2021,15,0.37,0.52,0.77,1.25,3.99,5.60,8.21,8.42
002153,2022,8,0.41,0.55,0.91,1.61,4.43,5.93,9.72,10.71
002179,2020,21,1.08,1.17,1.40,1.17,11.88,12.82,15.41,14.35
002179,2021,20,1.28,1.39,1.54,1.54,14.11,15.25,16.95,18.79
002179,2022,18,1.48,1.67,1.88,1.94,16.34,18.39,20.72,24.60
002202,2020,35,0.56,0.89,1.09,0.89,23.63,37.69,46.26,10.67
002202,2021,33,0.57,1.06,1.31,1.06,24.12,44.93,55.49,12.59
002202,2022,32,0.59,1.13,1.45,1.26,25.12,47.89,61.28,15.56
002230,2020,24,0.31,0.50,0.58,0.94,6.84,11.00,12.80,6.48
002230,2021,24,0.48,0.70,0.85,1.25,10.65,15.33,18.62,8.42
002230,2022,17,0.69,0.90,1.25,1.61,15.06,19.89,27.49,10.71
002236,2020,9,1.14,1.25,1.32,1.17,34.14,37.70,39.54,14.35
002236,2021,9,1.40,1.53,1.65,1.54,42.06,46.06,49.42,18.79
002236,2022,8,1.69,1.83,2.02,1.94,50.80,55.00,60.59,24.60
002241,2020,19,0.53,0.61,0.69,1.17,17.22,19.70,22.41,14.35
002241,2021,18,0.68,0.81,1.08,1.54,22.10,26.43,35.12,18.79
002241,2022,14,0.83,0.99,1.23,1.94,26.96,32.27,39.83,24.60
002252,2020,3,0.14,0.16,0.18,1.56,9.42,10.48,12.12,12.54
002252,2021,3,0.17,0.22,0.27,2.01,11.58,14.63,18.25,15.59
002252,2022,1,0.23,0.23,0.23,2.62,15.63,15.63,15.63,20.04
002271,2020,28,1.56,1.83,2.05,1.68,24.54,28.63,30.66,39.40
002271,2021,28,1.81,2.23,2.49,1.95,28.36,34.84,38.27,44.04
002271,2022,23,2.45,2.77,3.03,2.25,38.43,43.19,47.55,50.37
002294,2020,2,0.59,0.71,0.83,1.56,6.14,7.44,8.73,12.54
002294,2021,2,0.70,0.78,0.85,2.01,7.29,8.11,8.92,15.59
002294,2022,2,0.84,0.88,0.91,2.62,8.75,9.11,9.47,20.04
002304,2020,29,4.75,5.10,6.30,6.13,71.52,76.85,94.94,86.64
002304,2021,28,5.23,5.70,6.27,7.40,78.86,85.86,94.53,104.53
002304,2022,25,5.73,6.45,7.57,9.40,86.37,97.16,114.15,132.63
002311,2020,18,1.33,1.59,2.21,1.52,21.01,25.17,34.97,28.77
002311,2021,17,1.60,1.97,2.14,1.82,25.21,31.08,33.86,33.72
002311,2022,9,1.66,2.32,2.58,2.00,26.21,36.60,40.81,32.83
002352,2020,26,1.33,1.43,1.59,1.11,58.52,62.87,70.26,34.68
002352,2021,26,1.47,1.66,1.87,1.29,64.71,73.26,82.44,40.39
002352,2022,21,1.62,1.87,2.09,1.45,70.96,82.32,92.20,45.76
002410,2020,29,0.26,0.38,0.49,0.94,2.90,4.29,5.53,6.48
002410,2021,28,0.40,0.59,0.95,1.25,4.55,6.63,10.80,8.42
002410,2022,23,0.52,0.77,1.05,1.61,5.92,8.69,11.85,10.71
002415,2020,21,1.19,1.48,1.67,1.17,110.81,137.81,155.65,14.35
002415,2021,21,1.62,1.79,2.19,1.54,151.64,167.11,204.46,18.79
002415,2022,18,1.88,2.08,2.45,1.94,175.28,194.49,229.41,24.60
002422,2020,11,0.49,0.75,1.43,1.56,7.09,10.86,20.59,12.54
002422,2021,10,0.73,0.90,1.19,2.01,10.49,12.91,17.14,15.59
002422,2022,7,0.85,0.97,1.18,2.62,12.23,13.91,17.00,20.04
002456,2020,9,0.48,0.58,0.67,1.17,12.83,15.71,18.05,14.35
002456,2021,8,0.68,0.78,0.93,1.54,18.20,20.93,25.01,18.79
002456,2022,7,0.76,1.00,1.18,1.94,20.47,26.92,31.92,24.60
002460,2020,24,0.31,0.57,0.88,0.54,4.00,7.31,11.33,6.15
002460,2021,23,0.52,0.92,1.36,0.78,6.67,11.90,17.55,8.31
002460,2022,18,0.53,1.20,2.17,0.97,6.79,15.45,28.06,10.71
002466,2020,7,-0.30,0.32,0.80,0.54,-4.45,4.45,11.76,6.15
002466,2021,5,0.09,0.57,1.21,0.78,1.34,7.54,13.81,8.31
002468,2020,13,0.78,1.04,1.41,1.11,11.98,15.87,21.58,34.68
002468,2021,12,0.92,1.17,1.76,1.29,14.16,17.87,26.94,40.39
002468,2022,8,1.07,1.27,1.52,1.45,16.39,19.41,23.23,45.76
002475,2020,32,0.89,1.23,1.45,1.17,56.33,66.65,77.94,14.35
002475,2021,32,1.33,1.63,2.11,1.54,71.89,88.10,113.47,18.79
002475,2022,23,1.52,2.09,3.10,1.94,81.45,113.06,166.62,24.60
002493,2020,14,0.73,0.85,0.95,1.06,45.74,53.36,59.73,33.97
002493,2021,12,0.86,1.05,1.30,1.32,54.20,65.95,78.86,40.52
002493,2022,10,0.97,1.27,1.76,1.60,61.10,79.66,110.86,47.26
002508,2020,33,1.55,1.81,1.93,1.66,14.75,17.13,18.33,29.13
002508,2021,33,1.70,2.02,2.16,2.05,16.17,19.16,20.52,34.82
002508,2022,26,1.86,2.23,2.41,2.48,17.63,21.15,22.85,38.43
002555,2020,34,1.14,1.30,1.48,2.19,24.15,27.57,31.30,11.07
002555,2021,34,1.31,1.55,1.76,2.72,27.77,32.68,37.07,13.25
002555,2022,28,1.59,1.81,2.06,3.67,33.60,38.17,43.47,16.08
002558,2020,1,0.54,0.54,0.54,2.19,11.03,11.03,11.03,11.07
002558,2021,1,0.72,0.72,0.72,2.72,14.57,14.57,14.57,13.25
002558,2022,1,0.88,0.88,0.88,3.67,17.82,17.82,17.82,16.08
002594,2020,29,0.51,0.84,1.38,1.11,13.85,23.21,37.63,34.51
002594,2021,28,0.54,1.15,1.75,1.35,14.87,31.74,47.70,41.23
002594,2022,23,0.75,1.59,2.47,1.60,20.42,43.89,67.38,49.72
002601,2020,24,1.31,1.53,1.79,1.20,26.62,31.05,36.28,11.21
002601,2021,24,1.63,1.90,2.23,1.56,33.03,38.63,45.22,14.81
002601,2022,22,1.77,2.22,2.75,1.97,36.04,45.06,55.95,18.87
002602,2020,10,0.62,0.65,0.71,0.94,38.54,40.02,42.03,6.48
002602,2021,10,0.71,0.76,0.83,1.25,44.25,47.31,50.03,8.42
002602,2022,1,0.81,0.81,0.81,1.61,50.15,50.15,50.15,10.71
002607,2020,30,0.38,0.40,0.44,0.31,23.28,24.97,27.28,15.90
002607,2021,30,0.50,0.55,0.65,0.50,31.18,34.00,40.17,22.45
002607,2022,27,0.60,0.72,0.91,0.63,37.32,44.37,56.18,30.71
002624,2020,37,1.68,1.83,1.90,2.19,21.68,23.73,25.29,11.07
002624,2021,36,1.91,2.15,2.32,2.72,25.53,27.97,29.97,13.25
002624,2022,28,2.11,2.49,2.88,3.67,28.79,32.42,37.23,16.08
002714,2020,22,9.68,15.50,19.69,6.75,213.36,341.60,434.05,174.45
002714,2021,20,3.01,8.81,14.35,4.48,112.69,330.05,537.90,154.05
002714,2022,17,1.16,7.34,13.68,3.86,43.29,275.13,512.59,133.95
002736,2020,4,0.50,0.63,0.69,0.77,52.92,57.67,67.87,70.53
002736,2021,4,0.52,0.74,0.85,0.88,54.64,66.97,77.87,80.82
002736,2022,3,0.91,0.92,0.93,1.02,75.81,80.71,89.71,93.74
002739,2020,12,-0.40,0.28,1.01,0.31,-8.21,5.87,21.04,5.28
002739,2021,11,0.63,0.87,1.37,0.52,13.01,18.01,28.40,8.66
002739,2022,8,0.77,1.07,2.14,0.61,15.99,22.34,44.54,10.54
002773,2020,12,0.89,0.99,1.17,1.56,7.77,8.67,10.27,12.54
002773,2021,11,1.06,1.21,1.39,2.01,9.29,10.58,12.19,15.59
002773,2022,10,1.36,1.49,1.73,2.62,11.92,13.06,15.15,20.04
002841,2020,10,2.13,2.69,3.17,1.17,13.97,17.63,20.78,14.35
002841,2021,10,2.57,3.20,3.90,1.54,16.82,21.01,25.59,18.79
002841,2022,7,3.11,3.47,3.84,1.94,20.41,22.73,25.20,24.60
002916,2020,26,3.26,3.63,4.49,1.17,15.47,17.26,21.31,14.35
002916,2021,24,4.17,4.62,5.71,1.54,19.79,21.95,27.11,18.79
002916,2022,19,4.92,5.80,7.16,1.94,23.39,27.58,34.02,24.60
002938,2020,24,1.32,1.43,1.62,1.17,30.41,33.08,37.51,14.35
002938,2021,23,1.44,1.73,1.96,1.54,33.33,39.95,45.21,18.79
002938,2022,18,1.57,1.99,2.48,1.94,36.37,46.09,57.27,24.60
002939,2020,1,0.42,0.42,0.42,0.77,12.95,12.95,12.95,70.53
002939,2021,1,0.50,0.50,0.50,0.88,15.56,15.56,15.56,80.82
002939,2022,1,0.56,0.56,0.56,1.02,17.33,17.33,17.33,93.74
002945,2020,1,0.19,0.19,0.19,0.77,5.15,5.15,5.15,70.53
002945,2021,1,0.21,0.21,0.21,0.88,5.64,5.64,5.64,80.82
002945,2022,1,0.23,0.23,0.23,1.02,6.22,6.22,6.22,93.74
002958,2020,1,0.59,0.59,0.59,1.56,33.00,33.00,33.00,735.86
002958,2021,1,0.70,0.70,0.70,1.75,38.63,38.63,38.63,790.69
300003,2020,21,1.20,1.25,1.34,1.42,21.67,22.40,23.85,17.06
300003,2021,21,1.52,1.63,1.76,1.80,27.12,29.06,31.28,20.68
300003,2022,19,1.88,2.08,2.31,2.30,33.44,37.13,41.12,25.05
300015,2020,21,0.36,0.42,0.45,1.10,14.51,16.90,18.19,9.38
300015,2021,21,0.54,0.57,0.60,1.42,21.74,23.10,24.10,12.61
300015,2022,17,0.70,0.75,0.78,1.94,28.37,30.21,31.57,15.96
300017,2020,5,0.09,0.15,0.22,0.94,2.30,3.96,5.97,6.48
300017,2021,4,0.11,0.22,0.40,1.25,2.56,5.61,10.82,8.42
300017,2022,3,0.14,0.35,0.60,1.61,3.40,8.50,14.64,10.71
300024,2020,3,0.19,0.20,0.20,0.89,2.99,3.07,3.13,10.67
300024,2021,3,0.21,0.22,0.24,1.06,3.29,3.47,3.75,12.59
300024,2022,2,0.23,0.24,0.24,1.26,3.66,3.68,3.69,15.56
300033,2020,16,1.93,2.32,2.69,0.94,10.36,12.48,14.44,6.48
300033,2021,16,2.39,3.03,3.81,1.25,12.85,16.27,20.50,8.42
300033,2022,14,2.83,3.85,5.09,1.61,15.22,20.69,27.34,10.71
300059,2020,27,0.20,0.35,0.41,0.77,16.12,27.93,33.04,70.53
300059,2021,27,0.24,0.44,0.56,0.88,19.48,35.64,45.20,80.82
300059,2022,22,0.39,0.57,0.71,1.02,31.54,45.97,57.53,93.74
300070,2020,18,0.46,0.56,1.02,0.92,15.82,17.84,32.28,7.53
300070,2021,17,0.61,0.66,0.75,1.15,19.16,21.20,23.91,9.24
300070,2022,12,0.65,0.79,0.97,1.42,20.65,25.38,30.94,11.14
300122,2020,24,1.77,2.08,2.19,1.56,28.40,33.25,35.09,12.54
300122,2021,24,2.23,2.74,3.07,2.01,35.60,43.90,49.14,15.59
300122,2022,21,2.85,3.44,3.85,2.62,45.57,54.95,61.64,20.04
300124,2020,22,0.67,0.81,0.99,1.66,11.61,14.02,17.12,29.13
300124,2021,22,0.85,1.01,1.23,2.05,14.80,17.45,21.27,34.82
300124,2022,17,1.03,1.22,1.40,2.48,17.89,21.07,24.25,38.43
300136,2020,24,1.30,1.45,1.57,1.17,12.36,13.97,15.19,14.35
300136,2021,23,1.67,1.93,2.17,1.54,16.09,18.66,21.02,18.79
300136,2022,12,2.00,2.35,2.62,1.94,19.65,22.75,25.42,24.60
300142,2020,7,0.18,0.61,0.77,1.56,2.80,9.33,11.85,12.54
300142,2021,7,0.25,0.90,1.13,2.01,3.88,13.90,17.37,15.59
300142,2022,6,0.32,1.16,1.43,2.62,4.91,17.77,22.05,20.04
300144,2020,24,0.17,0.31,0.58,0.59,4.47,8.11,15.25,10.52
300144,2021,24,0.53,0.61,0.69,0.79,13.90,15.99,18.01,14.78
300144,2022,18,0.62,0.72,0.82,0.93,16.30,18.78,21.36,16.94
300347,2020,26,1.12,1.43,1.57,1.10,8.41,10.71,11.76,9.38
300347,2021,26,1.56,1.86,2.15,1.42,11.72,13.92,16.12,12.61
300347,2022,24,2.12,2.39,2.92,1.94,15.91,17.95,21.89,15.96
300408,2020,10,0.51,0.65,0.79,1.17,8.89,11.37,13.72,14.35
300408,2021,10,0.60,0.87,1.07,1.54,10.43,15.05,18.67,18.79
300408,2022,8,0.75,1.02,1.14,1.94,13.09,17.68,19.89,24.60
300413,2020,34,0.79,0.86,0.95,0.59,14.00,15.30,16.88,10.52
300413,2021,33,0.94,1.04,1.27,0.79,16.81,18.48,22.66,14.78
300413,2022,25,1.06,1.23,1.65,0.93,18.80,21.87,29.43,16.94
300433,2020,15,0.75,0.87,0.98,1.17,32.88,37.51,43.03,14.35
300433,2021,15,0.91,1.07,1.26,1.54,37.70,45.93,55.43,18.79
300433,2022,8,1.06,1.29,1.59,1.94,46.39,56.31,69.49,24.60
300498,2020,24,3.05,5.59,8.44,6.75,161.94,298.11,448.21,174.45
300498,2021,24,1.86,4.85,9.80,4.48,98.62,256.39,520.70,154.05
300498,2022,17,1.43,3.49,4.83,3.86,76.21,185.39,256.42,133.95
600008,2020,3,0.20,0.20,0.20,0.43,11.36,11.38,11.39,10.81
600008,2021,3,0.24,0.24,0.24,0.48,13.52,13.65,13.81,12.01
600008,2022,2,0.29,0.29,0.29,0.56,16.22,16.43,16.63,13.48
600017,2020,1,0.22,0.22,0.22,0.52,6.72,6.72,6.72,33.85
600017,2021,1,0.23,0.23,0.23,0.54,6.94,6.94,6.94,34.89
600017,2022,1,0.23,0.23,0.23,0.56,7.19,7.19,7.19,36.03
600021,2020,3,0.41,0.46,0.52,0.56,10.84,12.12,13.49,47.56
600021,2021,3,0.51,0.56,0.61,0.63,13.29,14.61,15.89,50.43
600021,2022,3,0.59,0.62,0.65,0.71,15.50,16.20,16.88,53.11
600022,2020,1,0.05,0.05,0.05,0.72,5.31,5.31,5.31,31.04
600022,2021,1,0.05,0.05,0.05,0.80,5.77,5.77,5.77,33.75
600026,2020,11,0.37,0.88,1.88,0.52,18.04,42.02,89.51,33.85
600026,2021,11,0.15,0.71,1.02,0.54,7.03,33.64,48.41,34.89
600026,2022,9,0.27,0.75,1.20,0.56,12.90,35.83,56.95,36.03
600037,2020,1,0.22,0.22,0.22,1.80,3.08,3.08,3.08,28.77
600037,2021,1,0.43,0.43,0.43,2.36,6.04,6.04,6.04,36.50
600039,2020,3,0.36,0.46,0.54,0.95,13.40,17.11,20.10,143.44
600039,2021,3,0.39,0.53,0.63,1.07,14.61,19.61,23.47,156.81
600039,2022,2,0.63,0.68,0.72,1.21,22.86,24.81,26.75,188.75
600056,2020,1,1.02,1.02,1.02,1.56,10.93,10.93,10.93,12.54
600056,2021,1,1.17,1.17,1.17,2.01,12.47,12.47,12.47,15.59
600056,2022,1,1.36,1.36,1.36,2.62,14.50,14.50,14.50,20.04
600060,2020,7,0.40,0.51,0.66,1.17,5.05,6.41,8.67,14.35
600060,2021,6,0.52,0.64,0.82,1.54,6.84,8.39,10.72,18.79
600060,2022,5,0.56,0.75,0.97,1.94,7.34,9.76,12.68,24.60
600062,2020,1,1.04,1.04,1.04,1.56,10.85,10.85,10.85,12.54
600062,2021,1,1.12,1.12,1.12,2.01,11.70,11.70,11.70,15.59
600062,2022,1,1.23,1.23,1.23,2.62,12.82,12.82,12.82,20.04
600064,2020,2,1.18,1.22,1.25,2.28,14.62,15.05,15.48,134.53
600064,2021,2,1.20,1.24,1.28,2.73,14.79,15.32,15.85,157.75
600064,2022,1,1.42,1.42,1.42,3.30,17.54,17.54,17.54,189.18
600073,2020,2,0.43,0.44,0.45,1.01,4.04,4.13,4.22,16.40
600073,2021,2,0.47,0.48,0.48,1.22,4.41,4.46,4.51,19.93
600079,2020,3,0.71,0.73,0.74,1.56,10.02,10.60,11.71,12.54
600079,2021,3,0.74,0.88,0.96,2.01,10.02,12.78,15.40,15.59
600079,2022,1,1.20,1.20,1.20,2.62,19.69,19.69,19.69,20.04
600094,2020,2,0.40,0.41,0.41,2.28,9.93,10.02,10.12,134.53
600094,2021,2,0.50,0.54,0.58,2.73,13.08,13.68,14.28,157.75
600094,2022,2,0.70,0.74,0.77,3.30,16.60,17.81,19.01,189.18
600125,2020,6,0.26,0.36,0.44,0.46,3.37,4.72,5.74,71.17
600125,2021,6,0.32,0.42,0.52,0.50,4.19,5.44,6.79,80.93
600125,2022,3,0.45,0.46,0.48,0.57,5.86,6.02,6.22,91.35
600126,2020,3,0.28,0.28,0.29,0.72,9.28,9.86,10.46,31.04
600126,2021,3,0.31,0.31,0.32,0.80,10.40,10.88,11.55,33.75
600126,2022,3,0.33,0.34,0.35,0.87,11.19,11.89,13.07,36.42
600132,2020,21,0.95,1.07,1.18,6.13,4.62,5.21,5.71,86.64
600132,2021,20,1.16,1.31,1.47,7.40,5.62,6.39,7.20,104.53
600132,2022,17,1.31,1.50,1.69,9.40,6.33,7.29,8.25,132.63
600138,2020,19,-0.09,0.46,0.97,0.74,-0.65,3.36,7.02,14.24
600138,2021,18,0.80,0.88,1.03,1.15,5.77,6.40,7.47,21.50
600138,2022,14,0.85,1.01,1.17,1.50,6.18,7.28,8.46,28.05
600141,2020,6,0.32,0.38,0.48,1.20,3.34,3.90,4.98,11.21
600141,2021,6,0.39,0.49,0.63,1.56,3.99,5.06,6.50,14.81
600141,2022,4,0.47,0.56,0.64,1.97,4.83,5.76,6.58,18.87
600143,2020,13,0.44,0.60,0.78,1.00,10.80,15.49,20.19,9.06
600143,2021,13,0.55,0.69,0.93,1.24,14.05,17.58,23.86,10.88
600143,2022,10,0.60,0.82,1.05,1.62,15.32,20.95,27.13,14.08
600150,2020,2,0.11,0.22,0.32,0.61,4.39,4.61,4.82,17.97
600150,2021,2,0.13,0.24,0.35,0.75,4.83,5.26,5.68,19.43
600150,2022,1,0.16,0.16,0.16,0.97,6.70,6.70,6.70,24.07
600155,2020,1,0.29,0.29,0.29,0.77,5.09,5.09,5.09,70.53
600155,2021,1,0.32,0.32,0.32,0.88,5.56,5.56,5.56,80.82
600160,2020,13,0.07,0.29,0.68,1.20,2.02,7.83,18.30,11.21
600160,2021,13,0.23,0.45,0.98,1.56,6.14,12.24,26.46,14.81
600160,2022,10,0.30,0.51,0.69,1.97,8.12,13.73,18.75,18.87
600161,2020,19,0.64,0.70,0.79,1.56,6.66,7.32,8.28,12.54
600161,2021,19,0.74,0.84,0.95,2.01,7.78,8.77,9.95,15.59
600161,2022,17,0.91,1.03,1.20,2.62,9.49,10.72,12.21,20.04
600167,2020,12,0.62,0.79,0.84,0.56,17.77,18.45,19.18,47.56
600167,2021,12,0.71,0.92,1.00,0.63,20.27,21.35,22.83,50.43
600167,2022,10,0.80,1.04,1.19,0.71,22.07,24.32,27.29,53.11
600195,2020,18,0.43,0.50,0.62,1.56,3.65,4.21,5.22,12.54
600195,2021,17,0.48,0.60,0.87,2.01,4.05,5.06,7.33,15.59
600195,2022,13,0.57,0.70,0.95,2.62,4.80,5.89,8.07,20.04
600201,2020,19,0.39,0.42,0.49,1.56,4.35,4.72,5.53,12.54
600201,2021,19,0.47,0.62,0.80,2.01,5.31,6.94,9.03,15.59
600201,2022,14,0.55,0.79,0.95,2.62,6.23,8.89,10.72,20.04
600216,2020,9,0.86,1.18,1.77,1.56,8.30,11.63,17.12,12.54
600216,2021,7,0.99,1.57,2.27,2.01,9.60,15.10,21.87,15.59
600216,2022,6,1.22,1.91,2.81,2.62,11.74,17.96,27.08,20.04
600256,2020,2,0.15,0.17,0.19,0.51,9.86,11.39,12.92,214.57
600256,2021,2,0.24,0.28,0.31,0.78,16.54,18.75,20.97,286.06
600256,2022,2,0.31,0.35,0.39,0.54,20.76,23.51,26.26,417.46
600258,2020,24,-0.55,0.18,1.01,0.47,-5.42,1.80,9.98,4.54
600258,2021,23,0.82,0.98,1.21,1.18,8.06,9.73,11.92,11.49
600258,2022,20,0.93,1.12,1.43,1.34,9.14,11.08,14.08,12.96
600259,2020,1,0.16,0.16,0.16,0.37,0.50,0.50,0.50,19.17
600259,2021,1,0.18,0.18,0.18,0.48,0.53,0.53,0.53,25.17
600259,2022,1,0.19,0.19,0.19,0.63,0.58,0.58,0.58,32.13
600266,2020,3,1.28,1.29,1.30,2.28,24.09,24.33,24.51,134.53
600266,2021,3,1.45,1.47,1.52,2.73,27.31,27.72,28.53,157.75
600266,2022,2,1.62,1.63,1.63,3.30,30.43,30.56,30.69,189.18
600273,2020,7,0.75,0.90,1.04,1.20,10.76,12.94,14.85,11.21
600273,2021,6,1.06,1.17,1.33,1.56,15.15,16.79,19.11,14.81
600273,2022,4,1.25,1.29,1.36,1.97,17.92,18.39,19.43,18.87
600282,2020,12,0.48,0.57,0.65,0.72,21.36,25.17,28.69,31.04
600282,2021,12,0.48,0.63,0.70,0.80,21.45,27.85,31.00,33.75
600282,2022,12,0.53,0.68,0.82,0.87,23.64,30.24,36.36,36.42
600298,2020,27,1.20,1.27,1.38,1.01,10.11,10.51,11.40,16.40
600298,2021,27,1.38,1.47,1.56,1.22,11.35,12.16,12.86,19.93
600298,2022,23,1.54,1.70,1.84,1.48,12.66,13.98,15.18,24.65
600312,2020,6,0.26,0.45,0.58,1.66,3.55,6.09,7.93,29.13
600312,2021,5,0.44,0.65,1.00,2.05,5.91,8.80,13.62,34.82
600312,2022,3,0.51,0.67,0.83,2.48,6.87,9.03,11.31,38.43
600315,2020,24,0.57,0.75,1.03,1.20,3.81,5.08,6.89,11.21
600315,2021,24,0.69,0.88,1.12,1.56,4.63,5.95,7.53,14.81
600315,2022,22,0.79,1.02,1.23,1.97,5.29,6.86,8.24,18.87
600316,2020,2,0.23,0.29,0.34,0.61,1.68,2.04,2.41,17.97
600316,2021,2,0.34,0.41,0.47,0.75,2.46,2.91,3.36,19.43
600325,2020,5,1.51,1.58,1.63,2.28,32.06,33.38,34.56,134.53
600325,2021,5,1.90,1.93,1.99,2.73,40.20,40.90,42.22,157.75
600325,2022,4,2.33,2.34,2.38,3.30,49.24,49.59,50.32,189.18
600329,2020,2,0.91,0.93,0.94,1.56,7.01,7.13,7.24,12.54
600329,2021,2,1.08,1.10,1.12,2.01,8.31,8.49,8.67,15.59
600329,2022,2,1.29,1.32,1.34,2.62,9.99,10.19,10.38,20.04
600339,2020,7,0.09,0.16,0.31,0.39,5.07,8.77,17.31,14.69
600339,2021,7,0.16,0.20,0.38,0.52,8.83,11.03,21.22,18.86
600339,2022,5,0.17,0.21,0.27,0.64,9.69,11.54,14.93,23.22
600348,2020,3,0.51,0.57,0.66,0.99,12.17,13.78,15.97,89.50
600348,2021,3,0.63,0.68,0.70,1.12,15.21,16.30,16.89,101.02
600348,2022,3,0.71,0.72,0.72,1.16,16.97,17.15,17.27,106.79
600350,2020,3,0.42,0.45,0.49,0.60,20.43,21.72,23.55,16.15
600350,2021,3,0.67,0.71,0.74,0.96,32.47,34.08,35.51,26.81
600350,2022,3,0.75,0.81,0.85,1.03,36.30,38.98,40.66,30.54
600373,2020,6,0.74,1.25,1.49,1.19,10.02,16.99,20.22,7.05
600373,2021,6,0.87,1.43,1.66,1.43,11.82,19.40,22.52,8.13
600373,2022,3,1.63,1.67,1.76,1.70,22.09,22.69,23.86,8.26
600376,2020,3,1.18,1.39,1.71,2.28,30.44,35.74,44.11,134.53
600376,2021,3,1.42,1.65,2.06,2.73,36.73,42.57,53.07,157.75
600380,2020,9,0.50,0.54,0.57,1.56,9.68,10.56,11.12,12.54
600380,2021,9,0.61,0.65,0.70,2.01,11.89,12.65,13.58,15.59
600380,2022,9,0.72,0.78,0.85,2.62,14.07,15.20,16.63,20.04
600388,2020,5,0.80,0.90,0.95,1.42,8.60,9.59,10.16,17.06
600388,2021,5,0.90,1.00,1.07,1.80,9.60,10.73,11.48,20.68
600388,2022,3,1.04,1.14,1.28,2.30,11.11,12.22,13.71,25.05
600392,2020,3,0.06,0.13,0.21,0.54,1.05,2.25,3.68,6.15
600392,2021,3,0.06,0.14,0.24,0.78,1.08,2.48,4.20,8.31
600392,2022,2,0.07,0.10,0.13,0.97,1.17,1.73,2.29,10.71
600409,2020,16,0.05,0.32,0.51,1.20,0.95,6.69,10.52,11.21
600409,2021,15,0.24,0.53,0.82,1.56,4.90,11.00,17.01,14.81
600409,2022,5,0.35,0.50,0.80,1.97,7.20,10.29,16.48,18.87
600410,2020,2,0.24,0.26,0.27,0.94,2.58,2.79,3.01,6.48
600410,2021,2,0.29,0.32,0.35,1.25,3.15,3.48,3.80,8.42
600418,2020,1,0.13,0.13,0.13,1.11,2.46,2.46,2.46,34.51
600418,2021,1,0.22,0.22,0.22,1.35,4.14,4.14,4.14,41.23
600426,2020,34,1.12,1.40,1.74,1.20,18.22,22.79,28.30,11.21
600426,2021,34,1.46,1.74,2.02,1.56,23.67,28.26,32.81,14.81
600426,2022,29,1.51,2.00,2.31,1.97,24.49,32.43,37.50,18.87
600428,2020,1,0.06,0.06,0.06,0.52,1.29,1.29,1.29,33.85
600428,2021,1,0.07,0.07,0.07,0.54,1.59,1.59,1.59,34.89
600428,2022,1,0.09,0.09,0.09,0.56,1.94,1.94,1.94,36.03
600460,2020,1,0.32,0.32,0.32,1.17,4.20,4.20,4.20,14.35
600466,2020,15,1.52,1.66,1.73,2.28,45.85,50.05,52.06,134.53
600466,2021,15,1.86,2.00,2.23,2.73,56.02,60.34,67.38,157.75
600466,2022,14,2.06,2.31,2.52,3.30,62.24,69.66,75.97,189.18
600486,2020,26,3.88,4.28,5.09,1.20,12.02,13.27,15.77,11.21
600486,2021,26,4.34,5.07,6.07,1.56,13.44,15.72,18.80,14.81
600486,2022,19,5.31,5.80,6.49,1.97,16.45,17.96,20.10,18.87
600497,2020,6,0.02,0.11,0.14,0.37,1.19,5.69,7.03,19.17
600497,2021,6,0.03,0.15,0.21,0.48,1.27,7.33,10.74,25.17
600497,2022,5,0.17,0.20,0.26,0.63,8.40,10.14,13.13,32.13
600499,2020,2,0.35,0.36,0.36,1.42,5.58,5.62,5.65,17.06
600499,2021,2,0.45,0.46,0.47,1.80,7.09,7.26,7.43,20.68
600500,2020,2,0.20,0.24,0.28,1.20,5.56,6.65,7.73,11.21
600500,2021,2,0.29,0.31,0.32,1.56,8.04,8.44,8.84,14.81
600507,2020,15,0.34,0.80,0.99,0.72,7.41,17.27,21.39,31.04
600507,2021,14,0.40,0.86,1.16,0.80,8.54,18.45,24.92,33.75
600507,2022,14,0.43,0.91,1.24,0.87,9.29,19.59,26.68,36.42
600511,2020,12,2.26,2.37,2.47,1.52,17.07,17.87,18.65,14.86
600511,2021,12,2.60,2.73,2.91,1.80,19.59,20.57,21.97,17.26
600511,2022,10,2.90,3.11,3.37,2.32,21.88,23.48,25.39,19.84
600521,2020,2,0.52,0.61,0.70,1.56,6.92,8.09,9.26,12.54
600521,2021,1,0.63,0.63,0.63,2.01,8.32,8.32,8.32,15.59
600521,2022,1,0.75,0.75,0.75,2.62,9.87,9.87,9.87,20.04
600528,2020,7,0.82,0.89,1.00,1.42,18.33,19.52,20.62,17.06
600528,2021,7,0.96,1.05,1.14,1.80,21.35,23.15,25.42,20.68
600528,2022,5,1.11,1.20,1.34,2.30,24.70,26.60,29.79,25.05
600536,2020,10,0.48,0.81,1.16,0.94,2.38,4.00,5.76,6.48
