code_stock,year,predict_num,min_EPS,avg_EPS,max_EPS,avg_industry_EPS,min_RP,avg_RP,max_RP,avg_industry_RP
601186,2020,18,1.54,1.66,1.73,0.95,218.35,226.63,234.85,143.44
601186,2021,18,1.71,1.84,1.93,1.07,239.57,252.15,262.31,156.81
601186,2022,17,1.86,2.03,2.15,1.21,258.38,277.85,291.96,188.75
601211,2020,25,0.98,1.13,1.30,0.77,87.22,100.38,115.62,70.53
601211,2021,25,1.06,1.30,1.53,0.88,94.11,115.95,136.55,80.82
601211,2022,21,1.20,1.50,1.81,1.02,107.03,133.82,161.37,93.74
601212,2020,1,0.05,0.05,0.05,0.54,3.48,3.48,3.48,6.15
601212,2021,1,0.10,0.10,0.10,0.78,7.45,7.45,7.45,8.31
601225,2020,15,0.87,1.03,1.23,0.99,87.28,102.14,122.66,89.50
601225,2021,15,0.88,1.10,1.29,1.12,88.30,109.04,128.58,101.02
601225,2022,11,0.94,1.15,1.53,1.16,94.05,114.53,153.02,106.79
601229,2020,9,1.50,1.54,1.59,1.56,143.03,214.70,228.18,735.86
601229,2021,9,1.62,1.72,1.78,1.75,153.28,238.54,259.59,790.69
601229,2022,6,1.78,1.93,2.02,1.97,260.00,278.15,296.21,843.95
601236,2020,1,0.25,0.25,0.25,0.77,9.18,9.18,9.18,70.53
601236,2021,1,0.29,0.29,0.29,0.88,10.38,10.38,10.38,80.82
601236,2022,1,0.31,0.31,0.31,1.02,11.44,11.44,11.44,93.74
601238,2020,25,0.49,0.77,1.05,1.11,50.05,79.46,107.63,34.51
601238,2021,24,0.63,0.96,1.28,1.35,64.09,99.04,131.38,41.23
601238,2022,20,0.70,1.10,1.52,1.60,71.63,112.27,155.20,49.72
601288,2020,14,0.60,0.64,0.72,1.56,2165.22,2212.24,2282.61,735.86
601288,2021,14,0.62,0.67,0.75,1.75,2204.87,2314.98,2436.11,790.69
601288,2022,10,0.67,0.72,0.78,1.97,2360.00,2466.67,2617.10,843.95
601298,2020,3,0.61,0.64,0.68,0.52,39.37,41.49,44.30,33.85
601298,2021,3,0.65,0.73,0.80,0.54,42.40,47.19,51.79,34.89
601298,2022,2,0.69,0.76,0.82,0.56,44.48,48.99,53.49,36.03
601318,2020,24,7.09,8.64,10.36,4.05,1296.09,1542.34,1850.32,575.94
601318,2021,24,8.32,10.11,12.20,4.71,1478.96,1824.44,2227.27,677.46
601318,2022,20,10.19,11.97,17.00,5.68,1809.94,2118.36,2622.02,774.72
601319,2020,12,0.43,0.49,0.61,4.05,191.04,215.23,270.18,575.94
601319,2021,12,0.46,0.55,0.72,4.71,201.72,244.04,317.97,677.46
601319,2022,9,0.58,0.67,0.78,5.68,257.70,298.17,346.69,774.72
601328,2020,11,1.00,1.06,1.09,1.56,783.83,800.35,812.25,735.86
601328,2021,11,1.04,1.11,1.15,1.75,807.26,835.51,855.21,790.69
601328,2022,8,1.10,1.18,1.22,1.97,842.52,880.23,902.39,843.95
601336,2020,24,0.09,4.62,5.53,4.05,1.20,145.10,172.41,575.94
601336,2021,24,0.16,5.33,6.48,4.71,1.32,168.91,217.56,677.46
601336,2022,21,5.88,6.90,8.48,5.68,1.46,207.78,270.94,774.72
601360,2020,7,0.48,0.60,0.65,2.19,32.46,40.46,43.79,11.07
601360,2021,7,0.58,0.67,0.75,2.72,39.18,45.64,51.04,13.25
601360,2022,4,0.68,0.74,0.83,3.67,46.26,50.18,56.32,16.08
601377,2020,6,0.17,0.27,0.37,0.77,11.59,18.27,24.70,70.53
601377,2021,6,0.20,0.33,0.44,0.88,13.24,21.83,29.75,80.82
601377,2022,6,0.22,0.38,0.55,1.02,14.87,25.22,36.51,93.74
601390,2020,19,0.87,0.98,1.12,0.95,218.46,242.76,274.39,143.44
601390,2021,19,0.97,1.09,1.22,1.07,241.61,268.94,302.14,156.81
601390,2022,18,1.07,1.19,1.33,1.21,270.19,294.88,334.45,188.75
601398,2020,21,0.88,0.90,0.92,1.56,3158.71,3242.68,3293.53,735.86
601398,2021,21,0.90,0.94,0.97,1.75,3225.22,3390.02,3465.69,790.69
601398,2022,13,0.94,1.00,1.02,1.97,3364.94,3568.42,3653.46,843.95
601555,2020,4,0.26,0.34,0.40,0.77,10.15,12.12,14.00,70.53
601555,2021,4,0.28,0.39,0.48,0.88,10.79,13.97,16.82,80.82
601555,2022,2,0.29,0.44,0.58,1.02,11.15,14.28,17.40,93.74
601577,2020,6,1.59,1.66,1.75,1.56,55.00,57.32,60.00,735.86
601577,2021,6,1.74,1.89,2.14,1.75,60.00,65.20,73.00,790.69
601577,2022,4,1.93,2.09,2.16,1.97,66.00,72.33,75.97,843.95
601600,2020,9,0.02,0.04,0.06,0.54,2.74,6.15,10.92,6.15
601600,2021,9,0.04,0.07,0.18,0.78,7.45,11.84,30.31,8.31
601600,2022,7,0.06,0.12,0.27,0.97,9.98,19.68,46.16,10.71
601601,2020,22,2.78,3.28,3.64,4.05,230.00,294.64,330.09,575.94
601601,2021,22,3.28,3.77,4.24,4.71,289.00,341.63,384.24,677.46
601601,2022,22,3.92,4.37,4.84,5.68,341.00,399.54,500.70,774.72
601607,2020,9,1.56,1.64,1.74,0.96,44.43,46.80,49.43,10.42
601607,2021,9,1.75,1.86,2.00,1.21,49.80,52.84,56.91,13.16
601607,2022,7,1.93,2.11,2.29,1.49,54.81,60.07,65.13,16.63
601618,2020,8,0.30,0.34,0.36,0.95,69.96,73.02,78.12,143.44
601618,2021,8,0.32,0.38,0.41,1.07,75.44,80.64,86.40,156.81
601618,2022,7,0.35,0.42,0.47,1.21,81.91,90.54,99.04,188.75
601628,2020,25,0.86,1.93,2.33,4.05,242.81,528.09,658.45,575.94
601628,2021,25,1.08,2.27,2.74,4.71,304.17,621.62,775.77,677.46
601628,2022,23,1.31,2.69,3.41,5.68,370.91,735.74,963.82,774.72
601633,2020,32,0.35,0.49,0.72,1.11,25.08,44.24,65.61,34.51
601633,2021,31,0.41,0.63,0.97,1.35,36.94,57.14,88.84,41.23
601633,2022,25,0.53,0.70,0.88,1.60,50.88,64.07,80.40,49.72
601668,2020,17,1.05,1.10,1.16,0.95,448.51,463.12,487.97,143.44
601668,2021,16,1.16,1.21,1.33,1.07,492.66,511.56,558.27,156.81
601668,2022,15,1.29,1.33,1.37,1.21,543.09,560.54,574.82,188.75
601669,2020,2,0.46,0.49,0.51,0.95,69.72,74.09,78.45,143.44
601669,2021,2,0.46,0.51,0.56,1.07,70.46,78.38,86.29,156.81
601669,2022,1,0.62,0.62,0.62,1.21,95.12,95.12,95.12,188.75
601688,2020,29,0.99,1.13,1.30,0.77,89.58,102.06,118.20,70.53
601688,2021,28,1.08,1.28,1.51,0.88,97.60,116.24,137.50,80.82
601688,2022,20,1.14,1.47,1.84,1.02,103.22,133.35,166.77,93.74
601698,2020,5,0.11,0.12,0.14,1.80,4.53,5.01,5.64,28.77
601698,2021,4,0.12,0.15,0.19,2.36,4.84,5.90,7.42,36.50
601698,2022,3,0.12,0.15,0.19,3.17,5.28,6.14,7.70,52.02
601727,2020,2,0.26,0.26,0.26,0.89,39.83,39.98,40.12,10.67
601727,2021,2,0.29,0.30,0.30,1.06,44.68,44.90,45.11,12.59
601727,2022,2,0.33,0.33,0.34,1.26,49.29,50.16,51.02,15.56
601766,2020,19,0.44,0.46,0.51,0.61,125.54,132.82,146.36,17.97
601766,2021,17,0.47,0.51,0.56,0.75,135.35,147.04,159.83,19.43
601766,2022,15,0.51,0.57,0.65,0.97,145.58,163.86,186.40,24.07
601788,2020,6,0.43,0.55,0.70,0.77,19.67,25.43,32.14,70.53
601788,2021,6,0.49,0.62,0.79,0.88,22.62,28.77,36.48,80.82
601788,2022,5,0.53,0.72,0.88,1.02,24.43,33.11,40.40,93.74
601800,2020,13,1.25,1.31,1.39,0.95,202.19,215.29,225.29,143.44
601800,2021,13,1.37,1.44,1.54,1.07,223.67,236.23,248.60,156.81
601800,2022,12,1.47,1.57,1.66,1.21,244.66,256.80,267.93,188.75
601808,2020,22,0.46,0.67,0.92,0.39,21.94,32.19,43.81,14.69
601808,2021,22,0.52,0.82,1.09,0.52,24.99,39.24,52.20,18.86
601808,2022,19,0.55,0.94,1.26,0.64,26.40,45.48,60.15,23.22
601818,2020,20,0.74,0.78,0.81,1.56,396.06,411.86,426.00,735.86
601818,2021,20,0.82,0.87,0.91,1.75,430.62,458.70,478.78,790.69
601818,2022,16,0.92,0.99,1.05,1.97,483.58,518.00,553.24,843.95
601828,2020,17,1.27,1.34,1.51,0.74,44.97,47.77,53.69,14.24
601828,2021,17,1.36,1.58,1.76,1.15,48.36,56.07,62.42,21.50
601828,2022,14,1.44,1.74,2.03,1.50,51.16,61.86,72.24,28.05
601838,2020,2,1.77,1.78,1.79,1.56,63.79,64.40,65.00,735.86
601838,2021,2,2.03,2.06,2.09,1.75,73.00,74.16,75.32,790.69
601838,2022,2,2.35,2.42,2.48,1.97,85.00,87.32,89.63,843.95
601857,2020,7,0.04,0.15,0.41,0.51,64.48,265.77,750.39,214.57
601857,2021,6,0.18,0.25,0.37,0.78,331.18,455.80,681.36,286.06
601857,2022,6,0.24,0.35,0.48,0.54,435.33,634.83,882.50,417.46
601877,2020,12,1.97,1.99,2.04,1.66,42.36,42.79,43.93,29.13
601877,2021,12,2.19,2.32,2.49,2.05,47.11,49.89,53.58,34.82
601877,2022,12,2.48,2.69,2.97,2.48,53.38,57.91,63.90,38.43
601878,2020,1,0.32,0.32,0.32,0.77,10.63,10.63,10.63,70.53
601878,2021,1,0.37,0.37,0.37,0.88,12.17,12.17,12.17,80.82
601878,2022,1,0.41,0.41,0.41,1.02,13.65,13.65,13.65,93.74
601881,2020,5,0.48,0.56,0.61,0.77,48.82,56.78,62.12,70.53
601881,2021,5,0.49,0.61,0.71,0.88,49.17,61.99,72.42,80.82
601881,2022,3,0.51,0.67,0.78,1.02,51.57,68.32,79.16,93.74
601888,2020,25,0.62,1.43,2.90,0.74,12.04,27.84,56.67,14.24
601888,2021,25,2.69,2.95,3.61,1.15,52.51,57.63,70.40,21.50
601888,2022,23,3.07,3.58,4.50,1.50,59.93,69.96,87.78,28.05
601898,2020,8,0.14,0.36,0.49,0.99,18.28,47.63,64.94,89.50
601898,2021,8,0.23,0.42,0.53,1.12,29.88,55.17,70.08,101.02
601898,2022,6,0.32,0.48,0.58,1.16,41.96,63.70,76.39,106.79
601899,2020,26,0.13,0.18,0.23,0.37,32.65,45.34,59.50,19.17
601899,2021,26,0.18,0.25,0.32,0.48,46.19,62.79,80.11,25.17
601899,2022,19,0.24,0.34,0.49,0.63,60.51,85.36,125.09,32.13
601901,2020,2,0.17,0.17,0.17,0.77,13.86,13.90,13.93,70.53
601901,2021,2,0.21,0.21,0.21,0.88,17.10,17.14,17.18,80.82
601901,2022,1,0.25,0.25,0.25,1.02,20.78,20.78,20.78,93.74
601919,2020,6,0.03,0.12,0.21,0.52,3.45,14.44,26.06,33.85
601919,2021,6,0.10,0.21,0.28,0.54,12.53,25.68,34.73,34.89
601919,2022,6,0.16,0.28,0.44,0.56,20.13,35.12,55.30,36.03
601933,2020,27,0.21,0.27,0.34,0.96,20.10,26.18,32.92,10.42
601933,2021,27,0.28,0.35,0.45,1.21,26.50,33.77,42.76,13.16
601933,2022,25,0.33,0.44,0.52,1.49,31.75,41.79,50.18,16.63
601939,2020,18,1.08,1.12,1.23,1.56,2725.12,2794.04,2896.55,735.86
601939,2021,18,1.11,1.17,1.31,1.75,2809.80,2918.53,3045.69,790.69
601939,2022,12,1.17,1.24,1.39,1.97,2913.00,3086.08,3249.56,843.95
601985,2020,7,0.30,0.34,0.36,0.56,46.36,52.80,55.69,47.56
601985,2021,7,0.35,0.38,0.42,0.63,53.82,59.01,64.71,50.43
601985,2022,7,0.39,0.42,0.45,0.71,60.13,64.60,69.55,53.11
601988,2020,10,0.62,0.66,0.78,1.56,1878.87,1948.80,2091.31,735.86
601988,2021,10,0.64,0.68,0.80,1.75,1898.45,2014.83,2145.96,790.69
601988,2022,7,0.68,0.72,0.82,1.97,2078.00,2119.05,2209.36,843.95
601989,2020,1,0.02,0.02,0.02,0.61,5.51,5.51,5.51,17.97
601989,2021,1,0.03,0.03,0.03,0.75,6.36,6.36,6.36,19.43
601992,2020,3,0.38,0.40,0.43,1.68,40.83,43.30,46.31,39.40
601992,2021,3,0.42,0.45,0.49,1.95,44.81,47.69,52.05,44.04
601992,2022,2,0.47,0.50,0.52,2.25,50.22,53.05,55.88,50.37
601997,2020,7,1.44,1.93,2.09,1.56,62.75,64.54,66.25,735.86
601997,2021,7,1.62,2.16,2.39,1.75,67.57,72.12,76.80,790.69
601997,2022,4,1.83,2.33,2.77,1.97,73.99,80.80,89.20,843.95
601998,2020,12,1.04,1.05,1.07,1.56,507.41,515.00,522.31,735.86
601998,2021,12,1.11,1.13,1.16,1.75,540.83,552.34,566.48,790.69
601998,2022,9,1.15,1.21,1.27,1.97,562.42,594.27,620.40,843.95
603019,2020,22,0.36,0.59,0.88,1.17,4.65,7.64,8.72,14.35
603019,2021,22,0.44,0.79,1.23,1.54,5.69,10.20,14.56,18.79
603019,2022,18,0.62,0.99,1.58,1.94,8.04,12.58,15.23,24.60
603156,2020,3,1.54,1.86,2.31,6.13,19.51,23.54,29.23,86.64
603156,2021,3,1.81,2.05,2.43,7.40,22.96,25.91,30.69,104.53
603156,2022,2,1.94,1.98,2.03,9.40,24.56,25.10,25.64,132.63
603160,2020,18,4.44,5.92,7.47,1.17,20.25,27.00,34.07,14.35
603160,2021,16,5.84,7.44,10.21,1.54,26.62,33.90,46.55,18.79
603160,2022,7,6.59,8.23,10.15,1.94,30.04,37.55,46.29,24.60
603259,2020,32,1.00,1.58,2.52,1.41,16.46,26.12,41.61,13.12
603259,2021,31,1.27,1.50,1.76,1.66,29.41,34.59,40.70,17.21
603259,2022,27,1.58,1.92,2.22,2.24,36.44,44.32,51.21,22.46
603260,2020,8,1.20,1.55,2.68,1.20,11.48,14.59,25.14,11.21
603260,2021,7,1.40,1.99,2.77,1.56,13.47,18.75,25.98,14.81
603260,2022,5,1.70,2.39,3.29,1.97,15.82,22.38,30.84,18.87
603288,2020,35,1.87,1.95,1.98,1.01,60.49,63.04,64.27,16.40
603288,2021,35,2.16,2.30,2.39,1.22,69.85,74.41,77.34,19.93
603288,2022,33,2.47,2.70,2.92,1.48,80.01,87.43,94.71,24.65
603501,2020,21,1.42,2.52,3.15,1.17,12.24,22.11,27.19,14.35
603501,2021,21,2.18,3.51,4.36,1.54,19.31,30.73,37.68,18.79
603501,2022,18,2.58,4.43,6.09,1.94,24.07,38.79,52.57,24.60
603799,2020,30,0.11,0.65,0.99,0.54,1.30,7.33,11.33,6.15
603799,2021,28,0.12,1.09,1.60,0.78,1.40,12.40,18.26,8.31
603799,2022,26,0.13,1.48,2.15,0.97,1.53,16.76,24.55,10.71
603833,2020,31,4.12,4.77,5.18,2.40,17.31,20.31,25.71,8.54
603833,2021,31,4.98,5.65,6.49,2.79,20.91,24.01,28.90,10.13
603833,2022,26,5.89,6.58,7.58,3.32,25.44,27.99,33.50,12.05
603899,2020,30,1.27,1.33,1.59,1.03,11.68,12.20,14.59,7.98
603899,2021,30,1.50,1.64,1.88,1.23,13.83,15.08,17.31,9.68
603899,2022,28,1.81,2.03,2.40,1.51,16.67,18.63,22.05,12.59
603986,2020,24,1.90,2.38,4.08,1.17,8.53,10.71,18.35,14.35
603986,2021,23,2.45,3.21,5.95,1.54,11.02,14.42,26.76,18.79
603986,2022,19,3.36,4.16,5.80,1.94,15.09,18.68,26.09,24.60
603993,2020,13,0.05,0.10,0.14,0.37,11.41,21.18,29.90,19.17
603993,2021,12,0.08,0.12,0.20,0.48,18.04,26.66,43.36,25.17
603993,2022,9,0.08,0.14,0.27,0.63,18.07,31.30,58.92,32.13
000001,2020,31,1.57,1.65,1.83,1.56,306.61,319.95,328.00,735.86
000001,2021,31,1.77,1.88,2.01,1.75,344.67,365.26,390.00,790.69
000001,2022,21,1.99,2.16,2.29,1.97,388.77,421.93,444.85,843.95
000002,2020,33,3.67,4.08,5.03,2.28,430.32,460.76,568.50,134.53
000002,2021,31,4.20,4.71,5.24,2.73,478.98,534.25,591.90,157.75
000002,2022,27,4.45,5.43,6.12,3.30,505.21,615.79,691.42,189.18
000063,2020,36,1.13,1.35,1.54,1.17,52.12,62.22,71.20,14.35
000063,2021,36,1.46,1.72,2.38,1.54,67.34,79.31,109.98,18.79
000063,2022,33,1.52,2.12,3.20,1.94,70.25,98.00,147.48,24.60
000069,2020,9,1.58,1.72,1.83,2.28,129.61,141.43,150.39,134.53
000069,2021,9,1.82,2.03,2.19,2.73,148.92,166.06,179.88,157.75
000069,2022,6,2.05,2.33,2.53,3.30,168.07,190.72,207.90,189.18
000100,2020,16,0.16,0.27,0.34,1.17,22.48,37.15,45.35,14.35
000100,2021,16,0.27,0.36,0.45,1.54,36.82,48.89,60.73,18.79
000100,2022,10,0.31,0.46,0.60,1.94,42.15,62.59,80.78,24.60
000157,2020,31,0.64,0.69,0.78,1.42,50.60,54.53,61.22,17.06
000157,2021,31,0.71,0.80,0.93,1.80,56.04,63.03,73.13,20.68
000157,2022,30,0.74,0.89,1.11,2.30,57.91,70.21,87.66,25.05
000166,2020,6,0.25,0.26,0.28,0.77,61.52,64.84,70.11,70.53
000166,2021,6,0.28,0.29,0.32,0.88,69.90,73.20,80.13,80.82
000166,2022,4,0.32,0.33,0.33,1.02,80.40,81.91,82.97,93.74
000333,2020,34,3.22,3.64,3.96,1.66,225.15,254.09,277.26,29.13
000333,2021,34,3.52,4.12,4.53,2.05,246.55,287.75,316.82,34.82
000333,2022,23,3.80,4.56,4.95,2.48,265.94,317.92,345.65,38.43
000338,2020,19,1.12,1.25,1.44,1.11,88.60,98.96,114.64,34.51
000338,2021,19,1.00,1.37,1.63,1.35,79.62,108.60,129.42,41.23
000338,2022,16,1.08,1.50,1.90,1.60,85.36,118.73,151.09,49.72
000423,2020,1,0.21,0.21,0.21,1.56,1.34,1.34,1.34,12.54
000423,2021,1,0.63,0.63,0.63,2.01,4.10,4.10,4.10,15.59
000425,2020,18,0.56,0.60,0.67,1.42,43.87,47.08,52.65,17.06
000425,2021,18,0.61,0.70,0.88,1.80,47.79,54.91,68.76,20.68
000425,2022,15,0.72,0.79,1.10,2.30,56.03,61.95,86.27,25.05
000538,2020,12,3.28,3.53,3.77,1.56,41.94,45.05,48.10,12.54
000538,2021,12,3.66,3.96,4.24,2.01,46.81,50.52,54.15,15.59
000538,2022,11,3.91,4.38,4.77,2.62,49.94,55.93,60.91,20.04
000568,2020,30,3.23,3.64,4.00,6.13,47.04,53.14,58.59,86.64
000568,2021,29,3.80,4.44,5.29,7.40,55.96,64.86,77.48,104.53
000568,2022,24,4.40,5.30,6.56,9.40,64.05,77.38,96.12,132.63
000596,2020,26,4.30,4.59,5.09,6.13,21.72,23.13,25.65,86.64
000596,2021,26,5.20,5.65,6.40,7.40,26.32,28.47,32.22,104.53
000596,2022,21,6.20,6.77,7.40,9.40,31.10,34.10,37.27,132.63
000625,2020,28,0.21,0.79,1.29,1.11,9.86,38.01,62.15,34.51
000625,2021,27,0.24,1.02,1.43,1.35,11.50,49.23,68.85,41.23
000625,2022,21,0.26,1.20,1.74,1.60,12.70,57.51,83.65,49.72
000627,2020,1,0.21,0.21,0.21,4.05,10.45,10.45,10.45,575.94
000627,2021,1,0.31,0.31,0.31,4.71,15.38,15.38,15.38,677.46
000627,2022,1,0.39,0.39,0.39,5.68,19.14,19.14,19.14,774.72
000629,2020,4,0.09,0.14,0.26,0.54,8.14,12.30,22.33,6.15
000629,2021,3,0.10,0.10,0.11,0.78,8.25,8.70,9.08,8.31
000629,2022,3,0.10,0.11,0.12,0.97,8.30,9.21,9.97,10.71
000630,2020,4,0.08,0.09,0.11,0.54,8.10,9.34,11.58,6.15
000630,2021,3,0.09,0.10,0.10,0.78,9.78,10.01,10.24,8.31
000630,2022,3,0.10,0.11,0.11,0.97,10.69,11.42,12.07,10.71
000651,2020,34,3.41,3.96,5.31,1.66,205.12,238.86,319.43,29.13
000651,2021,33,3.71,4.52,6.01,2.05,221.48,271.85,361.27,34.82
000651,2022,24,4.17,4.94,5.49,2.48,250.82,297.31,330.16,38.43
000656,2020,19,1.05,1.33,1.43,2.28,69.43,71.63,76.36,134.53
000656,2021,19,1.57,1.65,1.80,2.73,84.08,88.10,96.12,157.75
000656,2022,19,1.79,1.98,2.21,3.30,95.43,105.56,118.09,189.18
000661,2020,24,11.94,13.68,14.68,1.56,24.94,27.82,29.71,12.54
000661,2021,24,15.27,17.81,19.03,2.01,33.16,36.23,38.52,15.59
000661,2022,22,19.69,22.50,24.55,2.62,40.93,45.80,49.68,20.04
000671,2020,20,1.19,1.32,1.44,2.28,48.71,54.26,59.09,134.53
000671,2021,20,1.50,1.70,1.88,2.73,61.35,69.40,76.63,157.75
000671,2022,18,1.77,2.02,2.35,3.30,72.40,82.51,95.77,189.18
000703,2020,21,0.93,1.16,1.35,1.06,34.34,42.72,50.01,33.97
000703,2021,19,1.04,1.35,1.51,1.32,38.44,49.84,55.70,40.52
000703,2022,13,1.16,1.54,1.78,1.60,42.95,56.93,65.59,47.26
000709,2020,3,0.11,0.16,0.24,0.72,12.13,17.73,25.70,31.04
000709,2021,3,0.12,0.18,0.25,0.80,12.63,19.03,27.08,33.75
000709,2022,1,0.14,0.14,0.14,0.87,15.00,15.00,15.00,36.42
000723,2020,3,0.14,0.17,0.19,0.45,5.84,6.83,7.79,11.23
000723,2021,3,0.22,0.26,0.31,0.51,9.04,10.70,12.52,12.83
000723,2022,2,0.23,0.26,0.28,0.62,9.27,10.42,11.56,14.24
000725,2020,15,0.07,0.13,0.27,1.17,23.37,46.39,95.07,14.35
000725,2021,15,0.15,0.23,0.44,1.54,52.66,79.11,154.81,18.79
000725,2022,7,0.21,0.31,0.49,1.94,74.52,107.79,172.32,24.60
000728,2020,6,0.28,0.32,0.36,0.77,9.35,10.65,12.17,70.53
000728,2021,6,0.30,0.37,0.44,0.88,9.95,12.39,14.74,80.82
000728,2022,5,0.35,0.43,0.51,1.02,11.78,14.46,17.26,93.74
000768,2020,9,0.22,0.27,0.42,0.61,6.12,7.30,11.74,17.97
000768,2021,9,0.24,0.32,0.59,0.75,6.58,8.70,16.28,19.43
000768,2022,5,0.26,0.29,0.31,0.97,7.22,7.94,8.71,24.07
000776,2020,11,1.04,1.08,1.12,0.77,79.00,82.26,85.46,70.53
000776,2021,11,1.09,1.20,1.27,0.88,83.21,91.38,97.05,80.82
000776,2022,7,1.20,1.36,1.43,1.02,91.48,103.46,109.35,93.74
000783,2020,1,0.35,0.35,0.35,0.77,19.13,19.13,19.13,70.53
000783,2021,1,0.41,0.41,0.41,0.88,22.63,22.63,22.63,80.82
000783,2022,1,0.48,0.48,0.48,1.02,26.57,26.57,26.57,93.74
000786,2020,22,1.22,1.56,1.86,1.68,20.56,26.47,31.48,39.40
000786,2021,22,1.44,1.87,2.12,1.95,24.40,31.62,35.79,44.04
000786,2022,20,1.69,2.12,2.51,2.25,28.53,35.93,42.33,50.37
000858,2020,41,4.48,5.27,5.47,6.13,173.90,204.64,214.93,86.64
000858,2021,41,5.41,6.36,6.85,7.40,210.00,247.23,265.76,104.53
000858,2022,35,6.53,7.52,8.33,9.40,253.62,291.78,323.37,132.63
000876,2020,19,2.24,3.31,4.29,1.52,94.44,139.82,180.78,28.77
000876,2021,18,2.88,4.01,5.90,1.82,121.38,169.97,248.74,33.72
000876,2022,11,0.67,3.35,4.79,2.00,28.44,141.67,202.04,32.83
000895,2020,28,1.40,1.81,2.03,1.52,46.47,60.03,67.26,28.77
000895,2021,28,1.43,2.03,2.33,1.82,47.47,67.34,77.21,33.72
000895,2022,25,1.81,2.27,2.73,2.00,60.12,75.30,90.67,32.83
000898,2020,6,0.10,0.16,0.21,0.72,9.72,15.27,19.56,31.04
000898,2021,6,0.15,0.24,0.39,0.80,15.42,23.25,36.45,33.75
000898,2022,5,0.18,0.26,0.43,0.87,17.79,25.06,40.06,36.42
000938,2020,18,0.97,1.08,1.17,1.17,19.79,21.94,23.88,14.35
000938,2021,18,1.17,1.36,1.54,1.54,23.97,27.70,31.40,18.79
000938,2022,14,1.41,1.70,1.95,1.94,28.83,34.69,39.82,24.60
000961,2020,21,1.85,1.88,1.93,2.28,69.45,70.83,72.51,134.53
000961,2021,21,2.00,2.40,2.58,2.73,75.32,90.42,97.07,157.75
000961,2022,20,1.99,2.85,3.13,3.30,75.04,107.10,117.74,189.18
000963,2020,6,1.44,1.62,1.77,0.96,25.21,28.33,30.97,10.42
000963,2021,6,1.72,1.88,2.11,1.21,30.17,32.93,36.96,13.16
000963,2022,5,2.10,2.25,2.33,1.49,36.79,39.35,40.72,16.63
001979,2020,21,2.16,2.37,3.20,2.28,171.18,188.49,253.21,134.53
001979,2021,21,2.28,2.80,4.19,2.73,180.58,221.83,332.32,157.75
001979,2022,18,2.36,3.18,3.98,3.30,187.05,252.37,315.15,189.18
002001,2020,26,1.33,1.79,2.38,1.56,28.50,38.47,51.16,12.54
002001,2021,25,1.50,2.05,2.79,2.01,32.28,44.14,59.95,15.59
002001,2022,19,1.80,2.45,3.17,2.62,38.75,52.65,68.02,20.04
002007,2020,30,0.87,0.91,1.06,1.56,15.80,16.66,19.30,12.54
002007,2021,29,0.99,1.07,1.25,2.01,18.08,19.54,22.85,15.59
002007,2022,27,1.06,1.24,1.32,2.62,19.35,22.60,24.15,20.04
002008,2020,12,0.99,1.23,1.57,1.42,10.51,13.07,16.72,17.06
002008,2021,12,1.36,1.61,2.18,1.80,14.48,17.11,23.25,20.68
002008,2022,9,1.55,1.88,2.19,2.30,16.52,20.06,23.34,25.05
002010,2020,6,0.42,0.61,0.70,0.74,13.52,19.45,22.70,14.24
002010,2021,6,0.50,0.67,0.75,1.15,16.15,21.64,24.47,21.50
002010,2022,5,0.60,0.74,0.84,1.50,19.60,23.85,27.29,28.05
002024,2020,16,0.01,0.15,0.44,0.96,0.50,14.23,40.76,10.42
002024,2021,15,0.01,0.27,0.52,1.21,1.20,24.97,48.60,13.16
002024,2022,13,0.03,0.42,1.01,1.49,2.94,38.96,93.79,16.63
002027,2020,18,0.10,0.14,0.34,0.74,14.67,20.12,49.90,14.24
002027,2021,17,0.12,0.21,0.29,1.15,17.37,30.42,41.99,21.50
002027,2022,13,0.20,0.25,0.37,1.50,28.74,37.06,54.19,28.05
002032,2020,24,1.94,2.46,2.75,1.12,15.90,20.17,22.58,7.44
002032,2021,23,2.36,2.82,3.17,1.36,19.40,23.10,26.00,8.86
002032,2022,16,2.62,3.10,3.60,1.70,21.50,25.45,29.55,10.41
002044,2020,6,0.10,0.24,0.33,1.10,3.76,9.49,12.75,9.38
002044,2021,6,0.25,0.36,0.42,1.42,9.68,14.15,16.46,12.61
002044,2022,1,0.41,0.41,0.41,1.94,16.27,16.27,16.27,15.96
002050,2020,33,0.35,0.45,0.97,0.89,12.50,16.15,34.84,10.67
002050,2021,31,0.41,0.54,1.27,1.06,14.74,19.55,45.63,12.59
002050,2022,21,0.45,0.63,1.44,1.26,16.30,22.69,51.71,15.56
002081,2020,18,0.92,1.00,1.07,0.57,24.76,26.84,28.66,11.76
002081,2021,18,1.05,1.15,1.32,0.68,28.26,30.87,35.41,13.91
002081,2022,15,1.20,1.32,1.61,0.83,32.16,35.32,43.17,17.06
002120,2020,19,1.08,1.28,1.50,1.11,24.10,28.63,33.56,34.68
002120,2021,19,1.30,1.50,1.81,1.29,28.91,33.39,40.28,40.39
002120,2022,17,1.39,1.71,2.27,1.45,30.98,38.20,50.64,45.76
002142,2020,26,2.54,2.69,2.88,1.56,152.49,161.53,167.18,735.86
002142,2021,26,3.00,3.20,3.37,1.75,180.51,191.50,202.67,790.69
